time,sender_id,telephone_number_type,original_network_name,original_network_country,text,translation,language,url_shortener,named_entity,scam_type,lure_principles
2021-11-21,phone number,MOBILE,O2 (UK),GBR,NHS: We noticed you haven't applied for your Covid Pass. Follow the link to complete registration and avoid penalties:,,English,,nhs,government,"authority,time/urgency"
2021-11-21,phone number,MOBILE,Virgin Mobile,GBR,DVLA: We recalculated £48.84 is due <URL> to claim,,English,,dvla,government,"authority,need and greed"
2021-11-21,phone number,MOBILE,Global NAPS,USA,to continue streaming http://<IP_ADDRESS> ee,,English,,,telecom,
2021-11-21,phone number,LANDLINE,Bandwidth.com,USA,"~ Msg: Chasec- Block placed on your Chase checking account, please contact <PHONE_NUMBER> to authenticate.",,English,,chase,banking,"authority,time/urgency"
2021-11-21,phone number,BAD_FORMAT,,,You / have (1) outstanding package! Ref: DHL-6461W Last chance to pick up > <URL> ?<NAMED_ENTITY>-v5zp,,English,,DHL,delivery,"authority,time/urgency"
2021-11-21,phone number,MOBILE,Movistar,PER,"Estimado(a) Cliente, se realizo una compra con su Tarjeta Debito 4213** por el monto de S/.377.28. Si no reconoce anule aqui:","Dear customer, a purchase was made with your Debit Card 4213** for the amount of S/.377.28. If you do not recognize it, cancel here:",Spanish,,,banking,"authority,time/urgency"
2021-11-21,alphanumeric,,,,"<NAMED_ENTITY> temporalmente por razones de seguridad. Para reactivarla, actualice su informacion desde: <URL>","Your account has been temporarily blocked for security reasons. To reactivate it, update your information from: <URL>",Spanish,bit.ly,,banking,"authority,time/urgency"
6:39,phone number,MOBILE,O2 (UK),GBR,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link.",,English,,IRS,government,"authority,need and greed,time/urgency"
"Fri, Apr 14 at 5:59 AM",,,,,"We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption.

To update your billing information, please follow the instructions by click on link below :
https://
<URL>

Netflix Services",,English,,Netflix,others,"authority,time/urgency"
"Monday, Aug 16, 2021 • 5:47 PM",alphanumeric,,,,adidas code: 3944. Valid for <DATE_TIME>.,,English,,adidas,others,time/urgency
"Sunday, November 20 12:56 PM",phone number,MOBILE,T-Mobile,USA,WOW 🎁 $100 for <DATE_TIME> Walmart Servey,,English,,,spam,need and greed
Yesterday 22:50,phone number,BAD_FORMAT,,,"VODAFONE: Your Mobile SIM Contract(s) will be disabled, due to failure to accept our new Terms of Service. Log on: <URL> to accept",,English,,Vodafone,telecom,"authority,time/urgency"
Today 12:36 PM,alphanumeric,,,,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information.

In order to expedite the processing of your refund and avoid potential delays or penalties, please provide accurate personal information immediately to ensure precise payment. Deadline: <DATE_TIME>.",,English,,IRS,government,"authority,time/urgency"
"Monday, November 7, 2022 12:53 PM",phone number,MOBILE,T-Mobile,USA,Alert:Your Edd account was just signed in new device. If this wasn't you kindly click here <NAMED_ENTITY> to regain the access or visit nearby branch.,,English,,edd,others,"authority,time/urgency"
JUL 29 AT 1:52 PM,alphanumeric,,,,"Free sunglasses for you 👀👇

This is PLOUTO, a rising eyewear brand for successful people.

We've already sent FREE glasses to:

-Fashion Designers. @hannahfz (16.5k followers)
-Entrepreneurs. @starsxu (127.5k followers)
-Models. @toonytny (66k followers)
<NAMED_ENTITY>. @blaireaagnes (6.7k followers)

🔥 We love your account's vibe.
And we got 2 FREE pairs of sunglasses waiting for you to grab.",,English,,plouto,spam,"herd,need and greed"
"Wednesday, Dec 14, 2022 • 12:08 PM",phone number,MOBILE,T-Mobile,USA,<URL>,,English,,,others,
Yesterday 4:33 PM,phone number,BAD_FORMAT,,,"FRM:<US_DRIVER_LICENSE>-Fed_EX.<US_DRIVER_LICENSE> MSG:flm-;it will be returned to sender,We have made several attempts to reach you,",,English,,fedex,delivery,"authority,time/urgency"
Today 4:53 PM,phone number,MOBILE,AT&T Mobility,USA,"{IRS-GOV}Your refund was rejected by IRS, to get approve kindly verify your identity here <URL> now",,English,,IRS,government,"authority,time/urgency"
"Wed, Aug 16 at 7:55 AM",phone number,MOBILE,Verizon Communications,USA,NFCU ALERT: An attempt of $48.00 at Uber If you didn't authorize this transaction follow the link to cancel <URL>,,English,,nfcu,banking,"authority,time/urgency"
12:46 PM,phone number,MOBILE,Maxis,MYS,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to...",,English,,IRS,government,"authority,need and greed"
"Sat, May 27 at 6:45 PM",,,,,"Hi Camillearielle. According to the CDC, gun violence is the leading cause of death for children & teens in <LOCATION>. <DATE_TIME>, young people are facing threats of mass shootings in schools and neighborhood parks and streets. We must do better!

While President <NAMED_ENTITY> has taken more executive action to reduce gun violence than any other president, <NRP> in Congress refuse to act.",,English,,cdc,others,
,alphanumeric,,,,"Look who died, in an accident I think you know him so sorry...",,English,,,others,distraction
12:46 PM,phone number,LANDLINE,Bell Mobility,CAN,"Transaction Alerts: your B 0 A card was used on <DATE_TIME> 15:46:55 EST for $1991.51, if you do not recognise this transaction contact us on <PHONE_NUMBER>",,English,,b 0 a,banking,"authority,time/urgency"
Today 11:16 AM,email,,,,Important message sent to you by  . Code: VISA DEBIT Card Locked. Call support at: <PHONE_NUMBER>. Thank you! Alert Code: DsDXQxJkZjCdPnINFq,,English,,visa,banking,"authority,time/urgency"
5:32,phone number,MOBILE,Hutchison 3G UK Ltd,GBR,"ID:13319  [Track Packages]  Your package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address at the link: <URL> (reply to 1 to get a secure link) Or (Copy the link to your Safari browser and open it) Sincerely, USPS Support Team",,English,rb.gy,USPS,delivery,"authority,time/urgency"
"Thu, Nov 3, 2:24 PM",phone number,MOBILE,Sprint,USA,<NAMED_ENTITY> unlocked her private gallery. Your code is 95068 to view now: <URL>,,English,,,spam,"distraction,need and greed"
Today 13:32,phone number,MOBILE,Maxis,MYS,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link.

<URL>

(Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser)

The mission of the IRS is to help <NRP> taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",,English,,IRS,government,"authority,need and greed,time/urgency"
"Wed, Mar 15 at 12:05 PM",phone number,TOLL_FREE,SomosGov,USA,Cha2O: 🌻 Get a Free SpringRolls w a $15+ purchase 🌻 Restrictions applied. Upgrade & add-ons at extra charge. Reply YES to save. Exp <DATE_TIME>.,,English,,,spam,"need and greed,time/urgency"
4:35 PM,email,,,,You will receive a refund of $976.0 We will charge this amount to those of you who have submitted the documents we require for these steps to claim your assignment you and.,,English,,,others,"authority,need and greed"
"12:42 PM, Jan 24",phone number,LANDLINE,AT&T,USA,"IRS: Your account is missing some info that we need to comply with financial regulations , login at <URL> With idme to keep your account activated. The mission of the IRS is to help <NRP> taxpayers understand and meet their tax obligations and to provide them with the highest quality service. IRS team",,English,,IRS,government,"authority,time/urgency"
5:07 PM,phone number,MOBILE,O2 (UK),GBR,"[I.R.S] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information....",,English,,IRS,government,"authority,need and greed"
"Tue, Jul 26 at 2:51 PM",phone number,MOBILE,T-MOBILE USA INC.   ,USA,BOA: Your Online Profile has a probable association with a system vulnerability. Log in and verify your details at <URL> to prevent identity theft.,,English,,Bank of America,banking,"authority,distraction,time/urgency"
"Oct 2, 2021 11:12 AM",phone number,LANDLINE,Bandwidth.com,USA,"hi <NAMED_ENTITY>, it’s been a long time since I came out, what are you doing recently?",,English,,,wrong number,
Today 12:21 AM,email,,,,"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link.

<URL>

(Please reply <NAMED_ENTITY>, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser).

The USPS team wishes you a wonderful day!",,English,,USPS,delivery,"authority,time/urgency"
Today 6:08 PM,email,,,,"Alert Notification - #U56A4
Frm :IRS Government
MSG :
IR-2018-616, <DATE_TIME> February,2024 - Many taxpayers, at risk for having too little tax withheld from their pay, can avoid a surprise <DATE_TIME> tax bill by quickly updating the withholding from they give to their employer, according to the IRS Please get your tax return Transcript",,English,,IRS,government,"authority,time/urgency"
"Thu, Aug 3 at 11:15 AM",alphanumeric,,,,"T-Mobile: Eligible CA residents get FREE data+talk+text & a smartphone with Assurance Wireless, part of the T-Mobile family. California LifeLine is a government assistance program Restrictions apply. Visit <URL> Data rates may apply.",,English,," assurance wireless,T-Mobile",telecom,"authority,need and greed,time/urgency"
,phone number,MOBILE,O2 (UK),GBR,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link.",,English,,IRS,government,"authority,need and greed,time/urgency"
"Mon, Apr 24, 9:17 AM",phone number,LANDLINE,BANDWIDTH.COM - CA  ,USA,Hello. I'm <NAMED_ENTITY>. Just found your house in the neighborhood and thought of reaching out to you re: a sale for it. Any interest?,,English,,,wrong number,
"Dec 4, 2019 at 7:46 AM",phone number,MOBILE,T-Mobile,USA,"RSVP for up to 5 free tickets
INVITATIONS ONLY COMEDY
<DATE_TIME>. 10:30pm
info/tickets: <URL>
STOP 2 END",,English,tinyurl.com,,spam,"herd,need and greed"
1:11 PM,phone number,MOBILE,Maxis,MYS,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help <NRP> taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",,English,,IRS,government,"authority,need and greed,time/urgency"
,,,,,"Hey! I'm on the promoter team at Ghost Jewels and we think you'd perfect to wear our jewelry! ❤️

If you're interested we would love to send you 3 pieces for FREE! 💣

If you click the above share and direct message “COLLAB” to our main account @<URL>wels Blair will get back to you ASAP! But please be quick, due to very high demand there's only 6 spaces left! 🙏 Thank you so much! Xx",,English,,ghost jewels,spam,"authority,distraction,need and greed,time/urgency"
"Saturday, October 1 6:18 AM",phone number,MOBILE,OMNIPOINT COMM NY   ,USA,Your invoice for <DATE_TIME> is received. Thank you! here's a tiny gift for you: <URL>,,English,,,spam,need and greed
"Tuesday, January 30 2:21 PM",email,,,,(FIRST_CITIZEN) Your card Locked Due to un_usual transantion attempts click ((<URL>)) to secure now.,,English,,firstcitizen,banking,"authority,time/urgency"
"Mon, Nov 7 at 1:32 PM",phone number,BAD_FORMAT,,,The Secret to Oprahs Weight-Loss|Discount#GM784449518,,English,,oprah,spam,"authority,need and greed"
Today 10:52 AM,phone number,MOBILE,Maxis,MYS,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link.

(Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser)

The mission of the IRS is to help <NRP> taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",,English,,IRS,government,"authority,need and greed,time/urgency"
2:47 AM,phone number,LANDLINE,Onvoy,USA,"You have been offered a Grant of $1,450,000.00 Kindly contact <NAMED_ENTITY> with Ref#:WBG-3411-01FG (Fconolly 720 @ gmail .com)",,English,,,others,need and greed
12:09 PM,alphanumeric,,,,"T-Mobile: You're missing out!
My T-Mobile makes managing your line quick and easy.
Get your T-Mobile ID to get started: <URL>",,English,,T-Mobile,telecom,"authority,herd,need and greed"
"Thursday, March 23, 2023 8:46 AM",phone number,VOIP,AT&T Southeast,USA,(New trans. of $85.92 @DollarTree  #784 Call) <PHONE_NUMBER> to approve/decline,,English,,dollartree,banking,"authority,time/urgency"
,phone number,MOBILE,Maxis,MYS,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. <URL> (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help <NRP> taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",,English,,IRS,government,"authority,need and greed,time/urgency"
"Wed, Jul 12 at 8:57 PM",email,,,,"Dear friend, we invite you to join the cryptocurrency internal discussion group. And teaches you how to earn 1000-5000US per day in the cryptocurrency market. Reply ""OK"", Please click on the ""link"" below to join",,English,,,spam,"herd,need and greed"
"Wednesday, December 8, 2021 · 2:41 PM",phone number,MOBILE,T-Mobile,USA,<NAMED_ENTITY><URL>,,English,,,others,
Today 11:07 AM,email,,,,You will receive a refund of $976.0 We will charge this amount to those of you who have submitted the documents we require for these steps to claim your assignment you and.,,English,,,others,"need and greed,time/urgency"
Today 12:46 PM,phone number,MOBILE,NEW CINGULAR WRLS GA,USA,You kept AUTO-SCAN turned off! 13 Apps jeopardise your phones security. Remove these apps immediately,,English,,,spam,"distraction,time/urgency"
Today 4:22 PM,alphanumeric,,,,"MS Teams Issue
Users are experiencing intermittent latency issues with the MS Tea... <URL> or Reply with YES to confirm receipt.",,English,,ms teams,others,"authority,time/urgency"
